Player,Stat,Line,Season_Avg,L5_Avg,Formula,Expected,Std_Dev,Deviation,Z_Score,Recommendation,Confidence,Bookmaker,Over_Odds,Under_Odds
Shai Gilgeous-Alexander,AST,7.5,6.61,6.6,(6.61 × 0.5) + (6.6 × 0.5) = 6.61,6.61,2.52,0.89,0.35,NO PLAY,N/A,draftkings,116,-153
Ajay Mitchell,FG3M,1.5,1.22,1.0,(1.22 × 0.5) + (1.0 × 0.5) = 1.11,1.11,1.11,0.39,0.35,NO PLAY,N/A,draftkings,133,-176
Zion Williamson,AST,4.5,4.0,3.6,(4.0 × 0.5) + (3.6 × 0.5) = 3.8,3.8,2.0,0.7,0.35,NO PLAY,N/A,draftkings,-122,-108
Zach Edey,AST,1.5,1.0,1.0,(1.0 × 0.5) + (1.0 × 0.5) = 1.0,1.0,1.41,0.5,0.35,NO PLAY,N/A,draftkings,-114,-116
Jalen Brunson,FG3M,2.5,2.86,3.2,(2.86 × 0.5) + (3.2 × 0.5) = 3.03,3.03,1.56,-0.53,-0.34,NO PLAY,N/A,fanduel,-158,118
Andrew Wiggins,REB,4.5,4.93,5.6,(4.93 × 0.5) + (5.6 × 0.5) = 5.27,5.27,2.34,-0.77,-0.33,NO PLAY,N/A,fanduel,114,-152
Cedric Coward,FG3M,1.5,1.83,2.4,(1.83 × 0.5) + (2.4 × 0.5) = 2.12,2.12,1.86,-0.62,-0.33,NO PLAY,N/A,draftkings,-150,113
Stephen Curry,PTS,26.5,28.8,32.2,(28.8 × 0.5) + (32.2 × 0.5) = 30.5,30.5,12.14,-4.0,-0.33,NO PLAY,N/A,draftkings,-120,-106
Royce O'Neale,AST,2.5,2.67,1.2,(2.67 × 0.5) + (1.2 × 0.5) = 1.93,1.93,1.71,0.57,0.33,NO PLAY,N/A,fanduel,-162,122
Robert Williams III,PTS,4.5,4.82,6.0,(4.82 × 0.5) + (6.0 × 0.5) = 5.41,5.41,2.79,-0.91,-0.33,NO PLAY,N/A,fanduel,-112,-118
Derrick White,AST,4.5,5.24,5.2,(5.24 × 0.5) + (5.2 × 0.5) = 5.22,5.22,2.22,-0.72,-0.32,NO PLAY,N/A,draftkings,-142,107
Scottie Barnes,AST,5.5,5.06,4.6,(5.06 × 0.5) + (4.6 × 0.5) = 4.83,4.83,2.07,0.67,0.32,NO PLAY,N/A,draftkings,119,-158
Pascal Siakam,PTS,23.5,24.75,26.2,(24.75 × 0.5) + (26.2 × 0.5) = 25.48,25.48,6.21,-1.98,-0.32,NO PLAY,N/A,draftkings,-107,-119
Myles Turner,PTS,13.5,12.39,11.2,(12.39 × 0.5) + (11.2 × 0.5) = 11.79,11.79,5.41,1.71,0.32,NO PLAY,N/A,fanduel,104,-138
Ajay Mitchell,PTS,16.5,16.11,14.0,(16.11 × 0.5) + (14.0 × 0.5) = 15.06,15.06,4.56,1.44,0.32,NO PLAY,N/A,draftkings,-105,-121
Jaden McDaniels,REB,4.5,4.81,5.2,(4.81 × 0.5) + (5.2 × 0.5) = 5.01,5.01,1.6,-0.51,-0.32,NO PLAY,N/A,draftkings,-107,-123
Jake LaRavia,PTS,6.5,10.25,7.2,(10.25 × 0.5) + (7.2 × 0.5) = 8.72,8.72,7.22,-2.22,-0.31,NO PLAY,N/A,draftkings,100,-130
Donte DiVincenzo,AST,3.5,3.41,2.6,(3.41 × 0.5) + (2.6 × 0.5) = 3.01,3.01,1.58,0.49,0.31,NO PLAY,N/A,draftkings,118,-156
Donte DiVincenzo,FG3M,2.5,3.06,3.0,(3.06 × 0.5) + (3.0 × 0.5) = 3.03,3.03,1.71,-0.53,-0.31,NO PLAY,N/A,draftkings,-132,101
Draymond Green,REB,5.5,5.75,6.8,(5.75 × 0.5) + (6.8 × 0.5) = 6.28,6.28,2.49,-0.78,-0.31,NO PLAY,N/A,draftkings,-141,107
Keegan Murray,REB,5.5,7.33,7.33,(7.33 × 0.5) + (7.33 × 0.5) = 7.33,7.33,5.86,-1.83,-0.31,NO PLAY,N/A,fanduel,-144,108
Josh Hart,FG3M,1.5,1.13,1.2,(1.13 × 0.5) + (1.2 × 0.5) = 1.17,1.17,1.13,0.33,0.3,NO PLAY,N/A,draftkings,140,-186
Andrew Nembhard,PTS,16.5,18.3,19.4,(18.3 × 0.5) + (19.4 × 0.5) = 18.85,18.85,7.79,-2.35,-0.3,NO PLAY,N/A,draftkings,-105,-121
Bobby Portis,REB,5.5,5.78,6.6,(5.78 × 0.5) + (6.6 × 0.5) = 6.19,6.19,2.29,-0.69,-0.3,NO PLAY,N/A,fanduel,-158,118
Isaiah Hartenstein,REB,9.5,10.89,10.2,(10.89 × 0.5) + (10.2 × 0.5) = 10.54,10.54,3.5,-1.04,-0.3,NO PLAY,N/A,draftkings,-117,-113
Zach LaVine,PTS,19.5,20.5,12.8,(20.5 × 0.5) + (12.8 × 0.5) = 16.65,16.65,9.59,2.85,0.3,NO PLAY,N/A,fanduel,-130,-102
Mark Williams,REB,8.5,8.4,6.6,(8.4 × 0.5) + (6.6 × 0.5) = 7.5,7.5,3.33,1.0,0.3,NO PLAY,N/A,fanduel,-112,-118
Jaylen Brown,REB,5.5,5.59,7.0,(5.59 × 0.5) + (7.0 × 0.5) = 6.29,6.29,2.69,-0.79,-0.29,NO PLAY,N/A,draftkings,-122,-108
Isaiah Hartenstein,AST,3.5,3.44,4.8,(3.44 × 0.5) + (4.8 × 0.5) = 4.12,4.12,2.18,-0.62,-0.29,NO PLAY,N/A,draftkings,105,-138
Amen Thompson,AST,5.5,5.2,4.4,(5.2 × 0.5) + (4.4 × 0.5) = 4.8,4.8,2.46,0.7,0.29,NO PLAY,N/A,draftkings,115,-152
Brandin Podziemski,PTS,11.5,12.11,14.0,(12.11 × 0.5) + (14.0 × 0.5) = 13.05,13.05,5.41,-1.55,-0.29,NO PLAY,N/A,draftkings,-101,-127
Brandin Podziemski,FG3M,1.5,1.79,1.8,(1.79 × 0.5) + (1.8 × 0.5) = 1.79,1.79,1.03,-0.29,-0.29,NO PLAY,N/A,draftkings,-152,115
Zach LaVine,AST,2.5,2.19,2.2,(2.19 × 0.5) + (2.2 × 0.5) = 2.19,2.19,1.05,0.31,0.29,NO PLAY,N/A,fanduel,-154,116
Drew Eubanks,PTS,7.5,6.33,5.4,(6.33 × 0.5) + (5.4 × 0.5) = 5.87,5.87,5.58,1.63,0.29,NO PLAY,N/A,fanduel,-118,-112
Miles Bridges,PTS,19.5,22.0,20.4,(22.0 × 0.5) + (20.4 × 0.5) = 21.2,21.2,6.05,-1.7,-0.28,NO PLAY,N/A,draftkings,-124,-103
Miles Bridges,REB,6.5,6.53,5.0,(6.53 × 0.5) + (5.0 × 0.5) = 5.76,5.76,2.62,0.74,0.28,NO PLAY,N/A,draftkings,-129,-102
T.J. McConnell,AST,3.5,3.71,4.6,(3.71 × 0.5) + (4.6 × 0.5) = 4.16,4.16,2.36,-0.66,-0.28,NO PLAY,N/A,draftkings,-157,119
Bam Adebayo,REB,8.5,8.17,6.8,(8.17 × 0.5) + (6.8 × 0.5) = 7.48,7.48,3.59,1.02,0.28,NO PLAY,N/A,fanduel,118,-158
Luguentz Dort,FG3M,2.5,1.67,2.6,(1.67 × 0.5) + (2.6 × 0.5) = 2.13,2.13,1.3,0.37,0.28,NO PLAY,N/A,draftkings,134,-177
Amen Thompson,REB,7.5,6.4,7.0,(6.4 × 0.5) + (7.0 × 0.5) = 6.7,6.7,2.9,0.8,0.28,NO PLAY,N/A,draftkings,100,-131
Russell Westbrook,FG3M,1.5,2.0,1.8,(2.0 × 0.5) + (1.8 × 0.5) = 1.9,1.9,1.41,-0.4,-0.28,NO PLAY,N/A,fanduel,-114,-114
Harrison Barnes,PTS,12.5,12.94,15.4,(12.94 × 0.5) + (15.4 × 0.5) = 14.17,14.17,6.06,-1.67,-0.28,NO PLAY,N/A,fanduel,-132,100
Toumani Camara,FG3M,2.5,2.11,2.2,(2.11 × 0.5) + (2.2 × 0.5) = 2.16,2.16,1.23,0.34,0.28,NO PLAY,N/A,fanduel,118,-158
LaMelo Ball,FG3M,2.5,2.6,1.6,(2.6 × 0.5) + (1.6 × 0.5) = 2.1,2.1,1.51,0.4,0.27,NO PLAY,N/A,draftkings,-138,105
Pascal Siakam,AST,3.5,4.75,3.6,(4.75 × 0.5) + (3.6 × 0.5) = 4.18,4.18,2.46,-0.67,-0.27,NO PLAY,N/A,draftkings,-151,115
Yves Missi,PTS,7.5,6.15,6.6,(6.15 × 0.5) + (6.6 × 0.5) = 6.38,6.38,4.12,1.12,0.27,NO PLAY,N/A,draftkings,-112,-114
Jimmy Butler III,AST,4.5,4.88,5.4,(4.88 × 0.5) + (5.4 × 0.5) = 5.14,5.14,2.39,-0.64,-0.27,NO PLAY,N/A,draftkings,-147,112
Oso Ighodaro,PTS,5.5,4.39,4.0,(4.39 × 0.5) + (4.0 × 0.5) = 4.19,4.19,4.83,1.31,0.27,NO PLAY,N/A,fanduel,-128,-102
Jerami Grant,PTS,19.5,19.53,24.0,(19.53 × 0.5) + (24.0 × 0.5) = 21.76,21.76,8.52,-2.26,-0.27,NO PLAY,N/A,fanduel,-130,-102
Jalen Duren,REB,12.5,11.53,11.0,(11.53 × 0.5) + (11.0 × 0.5) = 11.27,11.27,4.82,1.23,0.26,NO PLAY,N/A,draftkings,-108,-122
Ausar Thompson,REB,5.5,5.62,3.6,(5.62 × 0.5) + (3.6 × 0.5) = 4.61,4.61,3.43,0.89,0.26,NO PLAY,N/A,draftkings,113,-148
Jaylen Brown,FG3M,1.5,1.94,1.8,(1.94 × 0.5) + (1.8 × 0.5) = 1.87,1.87,1.43,-0.37,-0.26,NO PLAY,N/A,draftkings,-145,110
Immanuel Quickley,PTS,16.5,15.5,14.8,(15.5 × 0.5) + (14.8 × 0.5) = 15.15,15.15,5.17,1.35,0.26,NO PLAY,N/A,draftkings,-116,-109
Ryan Rollins,REB,4.5,4.0,4.0,(4.0 × 0.5) + (4.0 × 0.5) = 4.0,4.0,1.94,0.5,0.26,NO PLAY,N/A,fanduel,114,-152
Kyle Kuzma,FG3M,0.5,0.88,0.6,(0.88 × 0.5) + (0.6 × 0.5) = 0.74,0.74,0.93,-0.24,-0.26,NO PLAY,N/A,betonlineag,-179,136
Donte DiVincenzo,REB,3.5,3.88,4.2,(3.88 × 0.5) + (4.2 × 0.5) = 4.04,4.04,2.12,-0.54,-0.26,NO PLAY,N/A,draftkings,-115,-115
Jaden McDaniels,FG3M,1.5,1.56,0.8,(1.56 × 0.5) + (0.8 × 0.5) = 1.18,1.18,1.21,0.32,0.26,NO PLAY,N/A,draftkings,159,-212
Jakob Poeltl,REB,9.5,8.08,9.6,(8.08 × 0.5) + (9.6 × 0.5) = 8.84,8.84,2.69,0.66,0.25,NO PLAY,N/A,draftkings,-105,-126
Jarace Walker,REB,4.5,5.12,5.0,(5.12 × 0.5) + (5.0 × 0.5) = 5.06,5.06,2.26,-0.56,-0.25,NO PLAY,N/A,draftkings,123,-163
Brandon Ingram,FG3M,1.5,1.44,2.4,(1.44 × 0.5) + (2.4 × 0.5) = 1.92,1.92,1.69,-0.42,-0.25,NO PLAY,N/A,draftkings,-143,109
Trey Murphy III,PTS,18.5,20.17,21.0,(20.17 × 0.5) + (21.0 × 0.5) = 20.58,20.58,8.42,-2.08,-0.25,NO PLAY,N/A,draftkings,-122,-104
Jabari Smith Jr.,AST,1.5,1.79,2.0,(1.79 × 0.5) + (2.0 × 0.5) = 1.89,1.89,1.58,-0.39,-0.25,NO PLAY,N/A,williamhill_us,-104,-129
De'Aaron Fox,AST,7.5,6.12,7.2,(6.12 × 0.5) + (7.2 × 0.5) = 6.66,6.66,3.36,0.84,0.25,NO PLAY,N/A,fanduel,102,-136
Luka Garza,REB,5.5,4.2,5.6,(4.2 × 0.5) + (5.6 × 0.5) = 4.9,4.9,2.46,0.6,0.24,NO PLAY,N/A,draftkings,-125,-105
Immanuel Quickley,AST,5.5,6.06,5.6,(6.06 × 0.5) + (5.6 × 0.5) = 5.83,5.83,1.39,-0.33,-0.24,NO PLAY,N/A,draftkings,-154,117
Zach Edey,PTS,11.5,10.2,10.2,(10.2 × 0.5) + (10.2 × 0.5) = 10.2,10.2,5.4,1.3,0.24,NO PLAY,N/A,draftkings,-118,-108
Jimmy Butler III,REB,5.5,5.65,6.4,(5.65 × 0.5) + (6.4 × 0.5) = 6.02,6.02,2.18,-0.52,-0.24,NO PLAY,N/A,draftkings,-128,-103
Will Richard,REB,2.5,2.53,3.6,(2.53 × 0.5) + (3.6 × 0.5) = 3.06,3.06,2.4,-0.56,-0.24,NO PLAY,N/A,draftkings,102,-134
Dylan Harper,REB,3.5,4.0,4.0,(4.0 × 0.5) + (4.0 × 0.5) = 4.0,4.0,2.1,-0.5,-0.24,NO PLAY,N/A,fanduel,100,-132
Rui Hachimura,REB,4.5,3.93,4.4,(3.93 × 0.5) + (4.4 × 0.5) = 4.17,4.17,1.44,0.33,0.23,NO PLAY,N/A,draftkings,130,-166
Ryan Kalkbrenner,REB,6.5,6.87,7.4,(6.87 × 0.5) + (7.4 × 0.5) = 7.13,7.13,2.7,-0.63,-0.23,NO PLAY,N/A,draftkings,-105,-126
Yves Missi,REB,6.5,5.38,5.8,(5.38 × 0.5) + (5.8 × 0.5) = 5.59,5.59,3.88,0.91,0.23,NO PLAY,N/A,draftkings,-147,112
Saddiq Bey,REB,5.5,5.35,7.2,(5.35 × 0.5) + (7.2 × 0.5) = 6.28,6.28,3.33,-0.78,-0.23,NO PLAY,N/A,draftkings,-129,-102
Devin Booker,AST,7.5,6.94,6.8,(6.94 × 0.5) + (6.8 × 0.5) = 6.87,6.87,2.78,0.63,0.23,NO PLAY,N/A,fanduel,102,-136
Russell Westbrook,REB,6.5,6.89,8.0,(6.89 × 0.5) + (8.0 × 0.5) = 7.44,7.44,4.07,-0.94,-0.23,NO PLAY,N/A,fanduel,-128,-104
Zach LaVine,FG3M,2.5,2.75,1.4,(2.75 × 0.5) + (1.4 × 0.5) = 2.08,2.08,1.84,0.42,0.23,NO PLAY,N/A,draftkings,-128,-103
Ausar Thompson,PTS,10.5,12.62,10.6,(12.62 × 0.5) + (10.6 × 0.5) = 11.61,11.61,4.98,-1.11,-0.22,NO PLAY,N/A,draftkings,-128,100
Rudy Gobert,PTS,9.5,10.71,10.2,(10.71 × 0.5) + (10.2 × 0.5) = 10.45,10.45,4.3,-0.95,-0.22,NO PLAY,N/A,draftkings,-122,-104
Quinten Post,FG3M,1.5,1.21,1.2,(1.21 × 0.5) + (1.2 × 0.5) = 1.21,1.21,1.32,0.29,0.22,NO PLAY,N/A,draftkings,103,-136
Collin Gillespie,FG3M,2.5,2.56,3.0,(2.56 × 0.5) + (3.0 × 0.5) = 2.78,2.78,1.25,-0.28,-0.22,NO PLAY,N/A,fanduel,-168,126
Jalen Duren,PTS,19.5,20.27,22.0,(20.27 × 0.5) + (22.0 × 0.5) = 21.13,21.13,7.74,-1.63,-0.21,NO PLAY,N/A,draftkings,-101,-126
Anthony Edwards,PTS,25.5,27.77,28.2,(27.77 × 0.5) + (28.2 × 0.5) = 27.98,27.98,12.03,-2.48,-0.21,NO PLAY,N/A,draftkings,-107,-119
Julius Randle,PTS,21.5,24.24,21.4,(24.24 × 0.5) + (21.4 × 0.5) = 22.82,22.82,6.24,-1.32,-0.21,NO PLAY,N/A,draftkings,-110,-116
Jaylen Wells,REB,3.5,3.44,2.8,(3.44 × 0.5) + (2.8 × 0.5) = 3.12,3.12,1.82,0.38,0.21,NO PLAY,N/A,draftkings,-135,102
Draymond Green,AST,5.5,5.81,6.2,(5.81 × 0.5) + (6.2 × 0.5) = 6.01,6.01,2.43,-0.51,-0.21,NO PLAY,N/A,draftkings,-139,106
Jimmy Butler III,PTS,19.5,19.94,22.0,(19.94 × 0.5) + (22.0 × 0.5) = 20.97,20.97,7.14,-1.47,-0.21,NO PLAY,N/A,draftkings,-119,-107
Amen Thompson,PTS,19.5,17.93,18.6,(17.93 × 0.5) + (18.6 × 0.5) = 18.27,18.27,5.99,1.23,0.21,NO PLAY,N/A,draftkings,-105,-121
Quinten Post,PTS,8.5,6.32,8.2,(6.32 × 0.5) + (8.2 × 0.5) = 7.26,7.26,5.96,1.24,0.21,NO PLAY,N/A,draftkings,-101,-126
Aaron Holiday,FG3M,1.5,1.4,2.4,(1.4 × 0.5) + (2.4 × 0.5) = 1.9,1.9,1.9,-0.4,-0.21,NO PLAY,N/A,draftkings,-151,114
Royce O'Neale,REB,5.5,5.28,4.8,(5.28 × 0.5) + (4.8 × 0.5) = 5.04,5.04,2.24,0.46,0.21,NO PLAY,N/A,fanduel,114,-152
Devin Booker,REB,3.5,4.11,3.8,(4.11 × 0.5) + (3.8 × 0.5) = 3.96,3.96,2.19,-0.46,-0.21,NO PLAY,N/A,fanduel,-152,114
Luka Garza,PTS,9.5,7.13,9.6,(7.13 × 0.5) + (9.6 × 0.5) = 8.37,8.37,5.77,1.13,0.2,NO PLAY,N/A,draftkings,-107,-119
Kyle Kuzma,REB,4.5,4.35,3.6,(4.35 × 0.5) + (3.6 × 0.5) = 3.98,3.98,2.57,0.52,0.2,NO PLAY,N/A,fanduel,114,-152
Isaiah Hartenstein,PTS,12.5,12.06,10.2,(12.06 × 0.5) + (10.2 × 0.5) = 11.13,11.13,6.88,1.37,0.2,NO PLAY,N/A,draftkings,-108,-118
Naz Reid,REB,5.5,5.82,6.4,(5.82 × 0.5) + (6.4 × 0.5) = 6.11,6.11,3.0,-0.61,-0.2,NO PLAY,N/A,draftkings,-109,-121
Moses Moody,PTS,11.5,12.41,14.4,(12.41 × 0.5) + (14.4 × 0.5) = 13.41,13.41,9.34,-1.91,-0.2,NO PLAY,N/A,draftkings,-109,-116
Collin Gillespie,AST,5.5,4.94,5.0,(4.94 × 0.5) + (5.0 × 0.5) = 4.97,4.97,2.67,0.53,0.2,NO PLAY,N/A,fanduel,-112,-118
Royce O'Neale,PTS,11.5,11.5,9.8,(11.5 × 0.5) + (9.8 × 0.5) = 10.65,10.65,4.16,0.85,0.2,NO PLAY,N/A,fanduel,-114,-114
Devin Vassell,FG3M,2.5,2.5,1.8,(2.5 × 0.5) + (1.8 × 0.5) = 2.15,2.15,1.79,0.35,0.2,NO PLAY,N/A,fanduel,-110,-120
Kon Knueppel,AST,2.5,2.88,3.0,(2.88 × 0.5) + (3.0 × 0.5) = 2.94,2.94,2.29,-0.44,-0.19,NO PLAY,N/A,draftkings,-145,110
Ryan Rollins,FG3M,2.5,2.33,2.0,(2.33 × 0.5) + (2.0 × 0.5) = 2.17,2.17,1.71,0.33,0.19,NO PLAY,N/A,fanduel,124,-166
Shai Gilgeous-Alexander,PTS,30.5,32.22,31.4,(32.22 × 0.5) + (31.4 × 0.5) = 31.81,31.81,6.79,-1.31,-0.19,NO PLAY,N/A,draftkings,-114,-111
Stephen Curry,AST,3.5,3.93,4.0,(3.93 × 0.5) + (4.0 × 0.5) = 3.97,3.97,2.43,-0.47,-0.19,NO PLAY,N/A,draftkings,-163,123
Moses Moody,REB,3.5,3.18,4.4,(3.18 × 0.5) + (4.4 × 0.5) = 3.79,3.79,1.51,-0.29,-0.19,NO PLAY,N/A,draftkings,108,-143
Luke Kornet,REB,6.5,5.78,5.8,(5.78 × 0.5) + (5.8 × 0.5) = 5.79,5.79,3.8,0.71,0.19,NO PLAY,N/A,fanduel,-114,-114
Harrison Barnes,FG3M,2.5,2.38,2.0,(2.38 × 0.5) + (2.0 × 0.5) = 2.19,2.19,1.67,0.31,0.19,NO PLAY,N/A,fanduel,116,-154
Jordan Clarkson,FG3M,1.5,1.38,1.2,(1.38 × 0.5) + (1.2 × 0.5) = 1.29,1.29,1.2,0.21,0.18,NO PLAY,N/A,draftkings,-120,-110
Andrew Nembhard,AST,6.5,6.4,6.0,(6.4 × 0.5) + (6.0 × 0.5) = 6.2,6.2,1.71,0.3,0.18,NO PLAY,N/A,draftkings,113,-149
Bennedict Mathurin,REB,5.5,6.67,5.8,(6.67 × 0.5) + (5.8 × 0.5) = 6.23,6.23,4.03,-0.73,-0.18,NO PLAY,N/A,draftkings,-122,-108
Pelle Larsson,PTS,9.5,10.17,10.8,(10.17 × 0.5) + (10.8 × 0.5) = 10.48,10.48,5.58,-0.98,-0.18,NO PLAY,N/A,fanduel,100,-132
Anthony Edwards,REB,4.5,4.54,5.2,(4.54 × 0.5) + (5.2 × 0.5) = 4.87,4.87,2.11,-0.37,-0.18,NO PLAY,N/A,draftkings,-108,-122
Kentavious Caldwell-Pope,PTS,7.5,7.5,6.0,(7.5 × 0.5) + (6.0 × 0.5) = 6.75,6.75,4.2,0.75,0.18,NO PLAY,N/A,draftkings,-106,-121
Dillon Brooks,FG3M,2.5,2.67,2.8,(2.67 × 0.5) + (2.8 × 0.5) = 2.73,2.73,1.3,-0.23,-0.18,NO PLAY,N/A,fanduel,-132,100
Dylan Harper,AST,3.5,3.83,4.2,(3.83 × 0.5) + (4.2 × 0.5) = 4.02,4.02,2.86,-0.52,-0.18,NO PLAY,N/A,fanduel,-108,-122
Derrick White,PTS,16.5,15.35,15.8,(15.35 × 0.5) + (15.8 × 0.5) = 15.58,15.58,5.4,0.92,0.17,NO PLAY,N/A,draftkings,-121,-105
LaMelo Ball,PTS,18.5,21.2,18.0,(21.2 × 0.5) + (18.0 × 0.5) = 19.6,19.6,6.63,-1.1,-0.17,NO PLAY,N/A,draftkings,-108,-119
Miles McBride,FG3M,2.5,2.15,2.4,(2.15 × 0.5) + (2.4 × 0.5) = 2.28,2.28,1.34,0.22,0.17,NO PLAY,N/A,draftkings,120,-158
Kel'el Ware,PTS,13.5,12.44,16.6,(12.44 × 0.5) + (16.6 × 0.5) = 14.52,14.52,5.93,-1.02,-0.17,NO PLAY,N/A,fanduel,102,-136
Jaren Jackson Jr.,REB,5.5,5.31,5.0,(5.31 × 0.5) + (5.0 × 0.5) = 5.16,5.16,2.02,0.34,0.17,NO PLAY,N/A,draftkings,-114,-116
Donovan Clingan,REB,10.5,9.94,12.4,(9.94 × 0.5) + (12.4 × 0.5) = 11.17,11.17,3.87,-0.67,-0.17,NO PLAY,N/A,fanduel,-114,-114
Anfernee Simons,REB,2.5,2.41,3.2,(2.41 × 0.5) + (3.2 × 0.5) = 2.81,2.81,1.94,-0.31,-0.16,NO PLAY,N/A,draftkings,107,-140
Ben Sheppard,REB,3.5,4.29,3.4,(4.29 × 0.5) + (3.4 × 0.5) = 3.85,3.85,2.2,-0.35,-0.16,NO PLAY,N/A,draftkings,104,-137
Cason Wallace,AST,2.5,2.47,2.0,(2.47 × 0.5) + (2.0 × 0.5) = 2.24,2.24,1.66,0.26,0.16,NO PLAY,N/A,draftkings,-133,101
Zach Edey,REB,8.5,7.6,7.6,(7.6 × 0.5) + (7.6 × 0.5) = 7.6,7.6,5.55,0.9,0.16,NO PLAY,N/A,draftkings,100,-131
Jabari Smith Jr.,FG3M,2.5,2.29,3.2,(2.29 × 0.5) + (3.2 × 0.5) = 2.74,2.74,1.49,-0.24,-0.16,NO PLAY,N/A,draftkings,137,-182
Devin Vassell,AST,3.5,2.56,3.8,(2.56 × 0.5) + (3.8 × 0.5) = 3.18,3.18,2.0,0.32,0.16,NO PLAY,N/A,fanduel,120,-160
Toumani Camara,PTS,12.5,12.06,11.4,(12.06 × 0.5) + (11.4 × 0.5) = 11.73,11.73,4.96,0.77,0.16,NO PLAY,N/A,fanduel,-118,-112
De'Aaron Fox,FG3M,2.5,2.38,3.0,(2.38 × 0.5) + (3.0 × 0.5) = 2.69,2.69,1.19,-0.19,-0.16,NO PLAY,N/A,fanduel,132,-178
James Harden,PTS,32.5,27.81,34.0,(27.81 × 0.5) + (34.0 × 0.5) = 30.91,30.91,10.63,1.59,0.15,NO PLAY,N/A,fanduel,-128,-104
Karl-Anthony Towns,FG3M,2.5,1.94,2.6,(1.94 × 0.5) + (2.6 × 0.5) = 2.27,2.27,1.57,0.23,0.15,NO PLAY,N/A,draftkings,140,-186
Jaden McDaniels,PTS,13.5,16.5,12.4,(16.5 × 0.5) + (12.4 × 0.5) = 14.45,14.45,6.15,-0.95,-0.15,NO PLAY,N/A,draftkings,-110,-115
Cason Wallace,PTS,9.5,8.65,9.2,(8.65 × 0.5) + (9.2 × 0.5) = 8.92,8.92,3.9,0.58,0.15,NO PLAY,N/A,draftkings,102,-131
Jeremiah Fears,FG3M,1.5,1.22,1.4,(1.22 × 0.5) + (1.4 × 0.5) = 1.31,1.31,1.26,0.19,0.15,NO PLAY,N/A,draftkings,141,-187
Reed Sheppard,AST,3.5,3.2,3.2,(3.2 × 0.5) + (3.2 × 0.5) = 3.2,3.2,1.97,0.3,0.15,NO PLAY,N/A,draftkings,-149,113
Moses Moody,FG3M,2.5,2.71,3.0,(2.71 × 0.5) + (3.0 × 0.5) = 2.85,2.85,2.37,-0.35,-0.15,NO PLAY,N/A,draftkings,112,-148
